Entrez_Gene_Id,Hugo_Symbol
28959,TMEM176B
9690,UBE3C
203069,R3HCC1
5520,PPP2R2A
79698,ZMAT4
286148,DPY19L4
84955,NUDCD1
29028,ATAD2
10656,KHDRBS3
81858,SHARPIN
55871,CBWD1
364,AQP7
347240,KIF24
5253,PHF2
10541,ANP32B
2733,GLE1
6418,SET
,RP11-247A12.2
158067,AK8
645954,SVILP1
3688,ITGB1
439996,IFIT1B
53354,PANK1
50624,CUZD1
118672,PSTK
55760,DHX32
50613,UBQLN3
100130105,TRIM51CP
92292,GLYATL1
256364,EML3
57569,ARHGAP20
257160,RNF214
120425,AMICA1
1111,CHEK1
3906,LALBA
9840,TESPA1
2065,ERBB3
79837,PIP4K2C
5908,RAP1B
57122,NUP107
8092,ALX1
57458,TMCC3
,MTERFD3
8843,HCAR3
57511,COG6
6039,RNASE6
28683,TRAV8-3
5018,OXA1L
26094,DCAF4
7301,TYRO3
54778,RNF111
,RP11-114H24.2
57188,ADAMTSL3
220,ALDH1A3
6650,CAPN15
115,ADCY9
4629,MYH11
79838,TMC5
23214,XPO6
1731,SEPT1
80004,ESRP2
84461,NEURL4
124739,USP43
9720,CCDC144A
26083,TBC1D29
84152,PPP1R1B
10948,STARD3
8506,CNTNAP1
1659,DHX8
10014,HDAC5
10052,GJC1
6668,SP2
124538,OR4D2
54903,MKS1
54894,RNF43
2688,GH1
92736,OTOP2
353174,ZACN
57690,TNRC6C
2769,GNA15
83854,ANGPTL6
255809,C19ORF38
6597,SMARCA4
10755,GIPC1
440519,ZNF724P
79414,LRFN3
6223,RPS19
9962,SLC23A2
373856,USP41
6767,ST13
8481,OFD1
827,CAPN6
139081,MAGEC3
2564,GABRE
83866,TTTY11
8287,USP9Y
57212,TP73-AS1
261734,NPHP4
23013,SPEN
400745,SH2D5
55219,TMEM57
5051,PAFAH2
84618,NT5C1A
22996,TTC39A
148979,GLIS1
100527960,MROH7-TTC4
204962,SLC44A5
163479,FNDC7
90874,ZNF697
23623,RUSC1
9826,ARHGEF11
115352,FCRL3
913,CD1E
117143,TADA1
51514,DTL
2025,ENO1P1
116228,COX20
343171,OR2W3
401992,OR2T2
343173,OR2T3
9687,GREB1
1653,DDX1
64241,ABCG8
5581,PRKCE
9736,USP34
27332,ZNF638
400966,RGPD1
,AC083899.3
84874,ZNF514
55683,KANSL3
54910,SEMA4C
165055,CCDC138
129804,FBLN7
22925,PLA2R1
23671,TMEFF2
80055,PGAP1
23314,SATB2
27148,STK36
255101,CCDC108
23549,DNPEP
2199,FBLN2
10641,NPRL2
84692,CCDC54
729375,FAM86HP
53833,IL20RB
256356,GK5
29970,SCHIP1
55171,TBCCD1
166793,ZBTB49
1400,CRMP1
54951,COMMD8
81608,FIP1L1
6372,CXCL6
285513,GPRIN3
80155,NAA15
57600,FNIP2
,RP11-219C20.1
1611,DAP
55914,ERBB2IP
55814,BDP1
2241,FER
2201,FBN2
347732,CATSPER3
54882,ANKHD1
56140,PCDHA8
56108,PCDHGA7
202134,FAM153B
3662,IRF4
81853,TMEM14B
26707,OR2J2
3108,HLA-DMA
221409,SPATS1
221391,OPN5
3354,HTR1E
84694,GJA10
79778,MICALL2
340267,COL28A1
54468,MIOS
729920,ISPD
64111,NPVF
3198,HOXA1
222166,MTURN
387129,NPSR1
340252,ZNF680
5243,ABCB1
64921,CASD1
168451,THAP5
84928,TMEM209
1358,CPA2
800,CALD1
28617,TRBV4-1
338399,TAS2R62P
285888,CNPY1
286,ANK1
,AC022182.2
389668,XKR9
64089,SNX16
138009,DCAF4L2
54845,ESRP1
,RP11-282E4.1
80318,GKAP1
,XXYAC-YM21GA2.7
399665,FAM102A
79813,EHMT1
5264,PHYH
93550,ZFAND4
9721,GPRIN2
474354,LRRC18
2074,ERCC6
80114,BICC1
9585,KIF20B
26507,CNNM1
84445,LZTS2
142940,TRUB1
4588,MUC6
390036,OR52K1
390066,OR52D1
401675,OR56B3P
440026,TMEM41B
7003,TEAD1
8539,API5
81328,OR4A15
219477,OR8J1
219981,OR5A2
6809,STX3
220002,CYB561A3
3995,FADS3
100534595,HNRNPUL2-BSCL2
54663,WDR74
387601,SLC22A25
85329,LGALS12
81876,RAB1B
440051,KRTAP5-11
9828,ARHGEF17
10714,POLD3
54843,SYTL2
,RP11-121L10.3
390243,FOLR4
4322,MMP13
2893,GRIA4
2900,GRIK4
26492,OR8G2P
26494,OR8G1
390271,OR8B3
360030,NANOGNB
55810,FOXJ2
51071,DERA
729025,SLC15A5
28234,SLCO1B3
338821,SLCO1B7
390313,OR5BS1P
9498,SLC4A8
3227,HOXC11
4035,LRP1
338811,FAM19A2
10576,CCT2
4922,NTS
55785,FGD6
10988,METAP2
55576,STAB2
5992,RFX4
283450,HECTD4
9612,NCOR2
645771,PARP4P2
55269,PSPC1
479,ATP12A
283537,SLC46A3
145173,B3GALTL
675,BRCA2
90627,STARD13
26960,NBEA
55425,GPALPP1
2098,ESD
26586,CKAP2
160824,SP3P
404766,FABP5P4
122258,SPACA7
440153,OR11H12
57096,RPGRIP1
5875,RABGGTA
10175,CNIH1
55030,FBXO34
2100,ESR2
6710,SPTB
161436,EML5
5641,LGMN
3705,ITPK1
55102,ATG2B
,RP11-467N20.5
9677,PPIP5K1
55889,GOLGA6B
64220,STRA6
400410,ST20
899,CCNF
9284,NPIPA1
400508,CRYM-AS1
930,CD19
79759,ZNF668
,AC116553.1
404550,C16ORF74
8386,OR1D5
5023,P2RX1
57547,ZNF624
339244,KRT16P4
23326,USP22
10615,SPAG5
146861,SLC35G3
494188,FBXO47
84299,MIEN1
3885,KRT34
644191,RPS26P8
3212,HOXB2
8288,EPX
4591,TRIM37
117246,FTSJ3
8787,RGS9
27091,CACNG5
55028,C17ORF80
143471,PSMA8
284252,KCTD1
57565,KLHL14
374864,CCDC178
4645,MYO5B
6317,SERPINB3
55748,CNDP2
1265,CNN2
84699,CREB3L3
374879,ZNF699
90592,ZNF700
126370,OR1I1
125972,CALR3
80726,KIAA1683
9710,KIAA0355
93099,DMKN
2116,ETV2
29124,LGALS13
1550,CYP2A7P1
147710,IGSF23
388555,IGFL3
808,CALM3
4911,NTF6B
147658,ZNF534
388558,ZNF808
574490,MIR516B1
6861,SYT5
10794,ZNF460
55659,ZNF416
10326,SIRPB1
343641,TGM6
1114,CHGB
6238,RRBP1
9777,TM9SF4
149951,COMMD7
388795,EFCAB8
57580,PREX1
6874,TAF4
11255,HRH3
253868,C20ORF166-AS1
11083,DIDO1
1137,CHRNA4
10139,ARFRP1
54072,LINC00158
8940,TOP3B
100423062,IGLL5
266629,SEC14L3
284904,SEC14L4
80020,FOXRED2
5880,RAC2
6122,RPL3
400935,IL17REL
164714,TTLL8
170067,SUPT20HL2
54880,BCOR
100874520,PCMTD1P1
2641,GCG
9209,LRRFIP2
10157,AASS
283078,MKX
729023,NUTM2HP
121601,ANO4
115584,SLC5A11
3953,LEPR
100505741,SPATA1
343477,HSP90B3P
25832,NBPF14
6704,SPRR2E
149018,LELP1
4881,NPR1
23381,SMG5
63923,TNN
5972,REN
1380,CR2
,AC007318.5
56287,GKN1
1817,DRD5P1
,AC010982.1
220988,HNRNPA3
659,BMPR2
5077,PAX3
51368,TEX264
11073,TOPBP1
287015,TRIM42
22871,NLGN1
4026,LPP
347,APOD
259282,BOD1L1
643751,CDC42P6
401124,DTHD1
213,ALB
2895,GRID2
1062,CENPE
4886,NPY1R
55770,EXOC2
1192,CLIC1
9533,POLR1C
1268,CNR1
4217,MAP3K5
,AC060834.2
196,AHR
3205,HOXA9
79666,PLEKHF2
26986,PABPC1
116447,TOP1MT
,RP11-262H14.4
80036,TRPM3
5305,PIP4K2A
3185,HNRNPF
55118,CRTAC1
23268,DNMBP
9937,DCLRE1A
390077,OR52N2
,RP11-451K18.7
219954,OR9I1
9986,RCE1
654429,LRTM2
57097,PARP11
5965,RECQL
144245,ALG10B
1368,CPM
55591,VEZT
387978,C14ORF23
50804,MYEF2
3603,IL16
146378,C16ORF92
11269,DDX19B
9706,ULK2
,C17ORF66
284099,C17ORF78
6774,STAT3
124801,LSM12
3837,KPNB1
80000,GREB1L
4864,NPC1
51710,ZNF44
284443,ZNF493
199704,ZNF585A
7773,ZNF230
2854,GPR32
1473,CST5
56911,MAP3K7CL
386682,KRTAP10-3
6523,SLC5A1
339669,TEX33
1454,CSNK1E
4674,NAP1L2
347487,CXORF66
79501,OR4F5
406974,MIR197
130560,SPATA3
7095,SEC62
9987,HNRNPDL
56955,MEPE
6167,RPL37
3106,HLA-B
8504,PEX3
64224,HERPUD2
26136,TES
1559,CYP2C9
26123,TCTN3
55343,SLC35C1
9776,ATG13
10394,PRG3
219959,OR1S1
196441,ZFC3H1
85446,ZFHX2
51562,MBIP
652,BMP4
22909,FAN1
23168,RTF1
374677,WASH4P
146562,C16ORF71
2072,ERCC4
100132386,KRTAP4-9
10241,CALCOCO2
1636,ACE
1762,DMWD
1457,CSNK2A1
8894,EIF2S2
7052,TGM2
25812,POM121L1P
11158,RABL2B
653435,GUSBP6
199920,C1ORF168
200132,TCTEX1D1
347730,LRRTM1
,AC007364.1
27347,STK39
4634,MYL3
646424,SPINK8
55773,TBC1D23
152138,PYDC2
153478,PLEKHG4B
3133,HLA-E
50854,C6ORF48
285848,PNPLA1
1318,SLC31A2
11092,C9ORF9
6130,RPL7A
29119,CTNNA3
5927,KDM5A
,RP11-642P15.1
23348,DOCK9
53944,CSNK1G1
54925,ZSCAN32
8139,GAN
79850,FAM57A
71,ACTG1
64857,PLEKHG2
23474,ETHE1
9704,DHX34
79784,MYH14
81856,ZNF611
90233,ZNF551
2986,GUCY2F
359760,MRPS17P9
10009,ZBTB33
494118,SPANXN1
4898,NRDC
,DARC
339804,C2ORF74
84695,LOXL3
130951,M1AP
10716,TBR1
165904,XIRP1
4134,MAP4
2317,FLNB
214,ALCAM
10954,PDIA5
,RP11-1396O13.13
53842,CLDN22
51194,IPO11
153339,TMEM167A
65983,GRAMD3
3562,IL3
202052,DNAJC18
56135,PCDHAC1
91937,TIMD4
11118,BTN3A2
57107,PDSS2
134957,STXBP5
3181,HNRNPA2B1
3207,HOXA11
29881,NPC1L1
28603,TRBV6-4
11194,ABCB8
3361,HTR5A
50626,CYHR1
3449,IFNA16
340654,LIPM
1262,CNGA4
283092,OR4C13
5866,RAB3IL1
25923,ATL3
81176,OR7E126P
6337,SCNN1A
3850,KRT3
552,AVPR1A
10985,GCN1L1
161003,STOML3
85416,ZIC5
6011,GRK1
328,APEX1
22795,NID2
57452,GALNT16
2009,EML1
28448,IGHV3-15
27079,RPUSD2
4351,MPI
161502,C15ORF26
398,ARHGDIG
100288332,NPIPA5
283848,CES4A
8390,OR1G1
146754,DNAH2
59344,ALOXE3
51268,PIPOX
2064,ERBB2
8493,PPM1D
54828,BCAS3
26207,PITPNC1
396,ARHGDIA
79058,ASPSCR1
2589,GALNT1
1630,DCC
4782,NFIC
6528,SLC5A5
148103,ZNF599
60493,FASTKD5
5126,PCSK2
57473,ZNF512B
317754,POTED
2078,ERG
25966,C2CD2
28822,IGLV1-47
1565,CYP2D6
29781,NCAPH2
23542,MAPK8IP2
8905,AP1S2
256643,CXORF23
8241,RBM10
64840,PORCN
574513,MIR508
537,ATP6AP1
10991,SLC38A3
26577,PCOLCE2
22982,DIP2C
284371,ZNF841
11209,MST1P2
23569,PADI4
9659,PDE4DIP
163486,DENND1B
55540,IL17RB
9616,RNF7
10417,SPON2
9575,CLOCK
92259,MRPS36
9522,SCAMP1
6940,ZNF354A
10919,EHMT2
3092,HIP1
107161144,DTX2P1
2298,FOXD4
22876,INPP5F
4647,MYO7A
1017,CDK2
91419,XRCC6BP1
6996,TDG
100529261,CHURC1-FNTB
390531,IGHV1OR15-9
728047,GOLGA8O
9349,RPL23
3691,ITGB4
2217,FCGRT
11338,U2AF2
388591,RNF207
65005,MRPL9
375033,PEAR1
5784,PTPN14
183,AGT
375190,FAM228B
79823,CAMKMT
2995,GYPC
,C2ORF47
6120,RPE
7429,VIL1
5918,RARRES1
57709,SLC7A14
1739,DLG1
10861,SLC26A1
54436,SH3TC1
166647,GPR125
132946,ARL9
25898,RCHY1
8999,CDKL2
22824,HSPA4L
205860,TRIML2
25836,NIPBL
100500824,MIR3650
285672,SREK1IP1
23305,ACSL6
221491,C6ORF1
154313,CFAP206
256380,SCML4
55862,ECHDC1
51429,SNX9
9907,AP5Z1
9678,PHF14
6100,RP9
56996,SLC12A9
7434,VIPR2
10407,SPAG11B
51435,SCARA3
94134,ARHGAP12
219736,STOX1
414236,C10ORF55
5328,PLAU
5791,PTPRE
966,CD59
3856,KRT8
1634,DCN
145282,MIPOL1
23524,SRRM2
608,TNFRSF17
267,AMFR
51741,WWOX
242,ALOX12B
84940,CORO6
54475,NLE1
7067,THRA
284058,KANSL1
4804,NGFR
283985,FADS6
84733,CBX2
66002,CYP4F12
79047,KCTD15
22933,SIRT2
8857,FCGBP
147746,HIPK4
1555,CYP2B6
5671,PSG3
4661,MYT1
5211,PFKL
10075,HUWE1
2833,CXCR3
51566,ARMCX3
4694,NDUFA1
57187,THOC2
2556,GABRA3
55558,PLXNA3
2539,G6PD
164118,TTC24
5287,PIK3C2B
654502,IQCJ
23362,PSD3
,RP11-890B15.2
96610,BMS1P20
4802,NFYC
5999,RGS4
140609,NEK7
10890,RAB10
,AC079612.1
80852,GRIP2
152118,C3ORF79
100506564,THEGL
91942,NDUFAF2
51121,RPL26L1
50640,PNPLA8
7163,TPD52
2650,GCNT1
80312,TET1
84896,ATAD1
10196,PRMT3
390110,ACCSL
11153,FICD
91748,ELMSAN1
374655,ZNF710
197335,WDR90
5430,POLR2A
374286,CDRT1
201134,CEP112
5205,ATP8B1
4868,NPHS1
81,ACTN4
25939,SAMHD1
100616362,MIR4533
4771,NF2
347517,RAB41
10577,NPC2
8863,PER3
80133,MROH9
493,ATP2B4
3790,KCNS3
55677,IWS1
344191,EVX2
132160,PPM1M
,RP11-553A10.1
55167,MSL2
5291,PIK3CB
26084,ARHGEF26
165918,RNF168
23244,PDS5A
54888,NSUN2
11231,SEC63
221981,THSD7A
54881,TEX10
1787,TRDMT1
100288485,MTRNR2L7
390040,OR51F5P
51773,RSF1
728858,C12ORF71
29843,SENP1
387890,TMEM233
11169,WDHD1
399671,HEATR4
9895,TECPR2
55192,DNAJC17
390594,KBTBD13
25989,ULK3
85464,SSH2
284071,C17ORF104
84617,TUBB6
115948,CCDC151
53940,FTHL17
8573,CASK
28952,CCDC22
3476,IGBP1
23261,CAMTA1
6202,RPS8
7170,TPM3
149628,PYHIN1
10223,GPA33
94101,ORMDL1
23451,SF3B1
344658,SAMD7
55324,ABCF3
27236,ARFIP1
4163,MCC
3035,HARS
100507679,MUC22
23113,CUL9
57154,SMURF1
10552,ARPC1A
5649,RELN
80124,VCPIP1
971,CD72
84885,ZDHHC12
390093,OR10A6
4076,CAPRIN1
9404,LPXN
931,MS4A1
11213,IRAK3
387893,SETD8
55578,SUPT20H
10161,LPAR6
28688,TRAV5
57523,NYNRIN
3712,IVD
79895,ATP8B4
390598,SKOR1
123283,TARSL2
146183,OTOA
114881,OSBPL7
5348,FXYD1
3704,ITPA
6615,SNAI1
89766,UMODL1
5297,PI4KA
653440,WASH6P
10628,TXNIP
3781,KCNN2
727805,POM121L14P
,MST4
63036,CELA2A
400757,C1ORF141
80135,RPF1
7812,CSDE1
9557,CHD1L
149095,DCST1
10092,ARPC5
116496,FAM129A
401994,OR14I1
4144,MAT2A
2487,FRZB
64859,NABP1
51665,ASB1
92106,OXNAD1
285335,SLC9C1
133060,OTOP1
22998,LIMCH1
51191,HERC5
3670,ISL1
4295,MLN
26031,OSBPL3
10320,IKZF1
5447,POR
7425,VGF
80346,REEP4
649,BMP1
392255,GDF6
115426,UHRF2
26012,NSMF
56681,SAR1A
79864,C11ORF63
,RP1-228P16.4
91298,C12ORF29
32,ACACB
10645,CAMKK2
64328,XPO4
51028,VPS36
4860,PNP
55012,PPP2R3C
10668,CGRRF1
28473,IGHV1-3
28464,IGHV1-58
283767,GOLGA6L1
643338,C15ORF62
102724430,KRT8P50
64718,UNKL
2903,GRIN2A
92922,CCDC102A
162514,TRPV3
9098,USP6
218,ALDH3A1
28958,COA3
83990,BRIP1
22901,ARSG
5573,PRKAR1A
,C18ORF64
4729,NDUFV2
5704,PSMC4
23521,RPL13A
574497,MIR527
80095,ZNF606
284312,ZSCAN1
83737,ITCH
10388,SYCP2
8318,CDC45
6634,SNRPD3
3985,LIMK2
10735,STAG2
10838,ZNF275
55259,CASC1
7453,WARS
55920,RCC2
353500,BMP8A
149483,CCDC17
54874,FNBP1L
3321,IGSF3
10500,SEMA6C
112770,C1ORF85
4194,MDM4
6900,CNTN2
3776,KCNK2
151835,CPNE9
5745,PTH1R
22937,SCAP
348801,LNP1
57337,SENP7
56978,PRDM8
9037,SEMA5A
6558,SLC12A2
100293090,MTND4P12
64374,SIL1
56097,PCDHGC5
6949,TCOF1
11120,BTN2A1
5225,PGC
5238,PGM3
4907,NT5E
25928,SOSTDC1
94239,H2AFV
2770,GNAI1
154661,RUNDC3B
26157,GIMAP2
59339,PLEKHA2
4683,NBN
6674,SPAG1
441459,ANKRD18B
10020,GNE
1515,CTSV
79109,MAPKAP1
653045,PTPN20CP
7093,TLL2
144132,DNHD1
120775,OR2D3
56674,TMEM9B
51266,CLEC1B
1663,DDX11
91010,FMNL3
,C12ORF55
283455,KSR2
623,BDKRB1
57082,CASC5
23005,MAPKBP1
4833,NME4
79652,TMEM204
1387,CREBBP
51451,LCMT1
64180,DPEP3
123872,DNAAF1
92521,SPECC1
1277,COL1A1
283987,HID1
10458,BAIAP2
2528,FUT6
126069,ZNF491
10661,KLF1
388523,ZNF728
8214,DGCR6
2130,EWSR1
9463,PICK1
367,AR
54885,TBC1D8B
215,ABCD1
,C1ORF222
9698,PUM1
8643,PTCH2
23318,ZCCHC11
256435,ST6GALNAC3
284611,FAM102B
164153,UBL4B
10401,PIAS3
9129,PRPF3
2029,ENSA
909,CD1A
128360,OR10T2
391109,OR10K1
81448,OR6K2
3428,IFI16
8497,PPFIA4
553,AVPR1B
9641,IKBKE
56256,SERTAD4
339501,PRSS38
148823,GCSAML
26246,OR2L2
80851,SH3BP5L
29841,GRHL1
5496,PPM1G
440854,CAPN14
8491,MAP4K3
3973,LHCGR
28914,IGKV3-11
7850,IL1R2
8808,IL1RL2
91526,ANKRD44
55437,STRADB
51602,NOP58
1493,CTLA4
391475,DYTN
22807,IKZF2
6508,SLC4A3
55619,DOCK10
1286,COL4A4
129563,DIS3L2
26146,TRAF3IP1
84818,IL17RC
3680,ITGA9
5162,PDHB
10225,CD96
1814,DRD3
285311,C3ORF56
58477,SRPRB
23200,ATP11B
285429,DCAF4L1
4283,CXCL9
100129583,FAM47E
8404,SPARCL1
27306,HPGDS
8467,SMARCA5
7097,TLR2
51289,RXFP3
55100,WDR70
100129792,CCDC152
1070,CETN3
51752,ERAP1
64848,YTHDC2
7045,TGFBI
56133,PCDHB2
54439,RBM27
389336,C5ORF46
22993,HMGXB3
11063,SOX30
57472,CNOT6
654,BMP6
51645,PPIL1
11131,CAPN11
135228,CD109
168090,C6ORF118
,RP3-470B24.5
80727,TTYH3
57037,ANKMY2
90693,CCDC126
100616354,MIR550A3
27072,VPS41
435,ASL
8468,FKBP6
693177,MIR592
29999,FSCN3
6608,SMO
28612,TRBV5-3
9747,FAM115A
26211,OR2F1
4603,MYBL1
85444,LRRCC1
6383,SDC2
137735,ABRA
2131,EXT1
7564,ZNF16
6461,SHB
26165,SPATA31A7
140803,TRPM6
79670,ZCCHC6
255220,TXNDC8
392390,OR1L6
8021,NUP214
23185,LARP4B
79861,TUBAL3
,MRC1L1
10718,NRG3
93377,OPALIN
10660,LBX1
387733,IFITM5
401661,OR51C1P
23378,RRP8
8495,PPFIBP2
221120,ALKBH3
55626,AMBRA1
2346,FOLH1
219428,OR4C16
187,APLNR
219537,SMTNL1
219986,OR4D11
2495,FTH1
53838,C11ORF24
7352,UCP3
25884,CHRDL2
60496,AASDHPPT
,RP11-687M24.4
4978,OPCML
56938,ARNTL2
121512,FGD4
403284,OR6C68
5869,RAB5B
8091,HMGA2
9815,GIT2
4939,OAS2
84934,RITA1
26524,LATS2
341640,FREM2
5693,PSMB5
2530,FUT8
440193,CCDC88C
327657,SERPINA9
28467,IGHV1-24
400359,C15ORF53
161497,STRC
6652,SORD
6557,SLC12A1
374654,KIF7
641,BLM
64386,MMP25
196483,FAM86A
23042,PDXDC1
342357,ZKSCAN2
23247,KIAA0556
3683,ITGAL
1874,E2F4
23644,EDC4
197259,MLKL
9905,SGSM2
23140,ZZEF1
,RP11-477N12.3
644815,FAM83G
8148,TAF15
83896,KRTAP3-1
284067,C17ORF105
4779,NFE2L1
6442,SGCA
3131,HLF
10350,ABCA9
3773,KCNJ16
649446,DLGAP1-AS1
729602,NPIPB1P
4161,MC5R
26040,SETBP1
9050,PSTPIP2
5268,SERPINB5
2788,GNG7
1613,DAPK3
147929,ZNF565
22900,CARD8
7053,TGM3
4821,NKX2-2
3929,LBP
140690,CTCFL
10317,B3GALT5
55670,PEX26
28811,IGLV2-33
4267,CD99
3750,KCND1
158983,H2BFWT
11254,SLC6A14
64648,SPANXD
9248,GPR50
1855,DVL1
83715,ESPN
148345,C1ORF127
29889,GNL2
387338,NSUN4
5567,PRKACB
115361,GBP4
6301,SARS
914,CD2
400818,NBPF9
200035,NUDT17
353140,LCE2C
2117,ETV3
26476,OR10J1
22926,ATF6
5396,PRRX1
6646,SOAT1
23046,KIF21B
5778,PTPN7
200150,PLD5
441932,OR2W5
7260,TSSC1
1876,E2F6
5443,POMC
79833,GEMIN6
550,AUP1
10618,TGOLN2
7549,ZNF2
254773,LYG2
84620,ST6GAL2
27179,IL36A
10096,ACTR3
10109,ARPC2
55230,USP40
79919,C2ORF54
100526693,ARPC4-TTLL3
26032,SUSD5
29072,SETD2
90226,UCN2
375341,C3ORF62
3699,ITIH3
285331,CCDC66
50650,ARHGEF3
54756,IL17RD
7634,ZNF80
,SELT
10686,CLDN16
5158,PDE6B
4487,MSX1
152831,KLB
132954,PDCL2
2250,FGF5
55008,HERC6
,RP11-766F14.2
5810,RAD1
22987,SV2C
5066,PAM
51334,PRR16
84466,MEGF10
171019,ADAMTS19
441108,C5ORF56
56125,PCDHB11
23367,LARP1
8992,ATP6V0E1
375484,SIMC1
10279,PRSS16
,SCAND3
54535,CCHCR1
245927,DEFB113
54511,HMGCLL1
6785,ELOVL4
57231,SNX14
154442,BVES-AS1
8763,CD164
345895,RSPH4A
5167,ENPP1
389432,SAMD5
11033,ADAP1
1687,DFNA5
79017,GGCT
2692,GHRHR
11281,POU6F2
1174,AP1S1
28610,TRBV5-5
55124,PIWIL2
9583,ENTPD4
27121,DKK4
389658,FAM150A
157807,CLVS1
23643,LY96
10086,HHLA1
58524,DMRT3
7415,VCP
4882,NPR2
79937,CNTNAP3
22927,HABP4
445,ASS1
83860,TAF3
91074,ANKRD30A
347731,LRRTM3
4838,NODAL
54462,CCSER2
2746,GLUD1
387700,SLC16A12
25956,SEC31B
8729,GBF1
2834,PRLHR
387267,KRTAP5-4
120065,OR5P2
23220,DTX4
79869,CPSF7
11145,PLA2G16
283130,SLC25A45
10432,RBM14
8500,PPFIA1
79731,NARS2
57093,TRIM49
642623,UBTFL1
10003,NAALAD2
143684,FAM76B
472,ATM
1656,DDX6
10525,HYOU1
6484,ST3GAL4
353164,TAS2R42
118426,LOH12CR1
10060,ABCC9
57542,KLHL42
85437,ZCRB1
84975,MFSD5
58158,NEUROD4
8445,DYRK2
55681,SCYL2
488,ATP2A2
92293,TMEM132C
10795,ZNF268
2262,GPC5
55795,PCID2
496,ATP4B
57680,CHD8
4857,NOVA1
140801,RPL10L
5729,PTGDR
10538,BATF
55668,GPATCH2L
79820,CATSPERB
3502,IGHG3
28392,IGHV4-59
9101,USP8
9133,CCNB2
54832,VPS13C
4649,MYO9A
9055,PRC1
100422995,MIR3175
55784,MCTP2
29948,OSGIN1
51763,INPP5K
58485,TRAPPC1
,RP11-385D13.1
2319,FLOT2
5892,RAD51D
3872,KRT17
6777,STAT5B
404093,CUEDC1
2689,GH2
23558,WBP2
,SOGA2
57724,EPG5
220164,DOK6
23396,PIP5K1C
7730,ZNF177
90075,ZNF30
147923,ZNF420
5714,PSMD8
1089,CEACAM4
2901,GRIK5
23403,FBXO46
3661,IRF3
284369,SIGLECL1
284297,SSC5D
80023,NRSN2
24141,LAMP5
245930,DEFB116
6227,RPS21
1917,EEF1A2
27440,CECR5
529,ATP6V1E1
28820,IGLV1-51
9215,LARGE
2742,GLRA2
100130302,SUPT20HL1
286514,MAGEB18
158809,MAGEB6
257397,TAB3
8242,KDM5C
5207,PFKFB1
54413,NLGN3
57692,MAGEE1
55998,NXF5
10495,ENOX2
257101,ZNF683
5586,PKN2
163786,SASS6
642818,ST13P21
25870,SUMF2
4289,MKLN1
80223,RAB11FIP1
220323,OAF
283471,TMPRSS12
10349,ABCA10
125336,LOXHD1
148268,ZNF570
2091,FBL
23613,ZMYND8
,SSX8
100129692,EIF4BP9
284498,C1ORF167
55616,ASAP3
6118,RPA2
54558,SPATA6
27329,ANGPTL3
55635,DEPDC1
127002,ATXN7L2
11311,VPS45
84072,HORMAD1
325,APCS
8682,PEA15
57216,VANGL2
6401,SELE
7832,BTG2
9877,ZC3H11A
80342,TRAF3IP3
79605,PGBD5
388931,MFSD2B
57223,SMEK2
55037,PTCD3
653192,TRIM43B
51455,REV1
55777,MBD5
5746,PTH2R
55054,ATG16L1
189,AGXT
22906,TRAK1
7047,TGM4
9223,MAGI1
151790,WDR49
22948,CCT5
6897,TARS
7416,VDAC1
134353,LSM11
4869,NPM1
54901,CDKAL1
2822,GPLD1
80737,VWA7
2178,FANCE
51534,VTA1
728194,RSPH10B2
285955,SPDYE1
5478,PPIA
2887,GRB10
5244,ABCB4
51666,ASB4
24146,CLDN15
5577,PRKAR2B
259285,TAS2R39
54892,NCAPG2
55636,CHD7
1015,CDH17
23167,EFR3A
158158,RASEF
254295,PHYHD1
389799,C9ORF171
22929,SEPHS1
646309,NAMPTL
23234,DNAJC9
643161,FAM25A
118924,FRA10AC1
,CCDC147
57700,FAM160B1
143379,C10ORF82
196051,PPAPDC1A
338645,LUZP2
27339,PRPF19
221092,HNRNPUL2
5091,PC
5612,PRKRIR
390231,TRIM77
55531,ELMOD1
255239,ANKK1
26595,OR8B2
6515,SLC2A3
969,CD69
440093,H3F3C
8909,ENDOU
3888,KRT82
144423,GLT1D1
121256,TMEM132D
23141,ANKLE2
2802,GOLGA3
64881,PCDH20
79866,BORA
390442,OR11H4
79549,OR6J1
11099,PTPN21
55671,SMEK1
3831,KLC1
4212,MEIS2
366,AQP9
84942,WDR73
440307,TTLL13
342346,C16ORF96
10308,ZNF267
729264,TP53TG3D
124930,ANKRD13B
57508,INTS2
125704,FAM69C
79863,RBFA
57615,ZNF492
29950,SERTAD1
9138,ARHGEF1
9310,ZNF235
55228,PNMAL1
5653,KLK6
284370,ZNF615
91664,ZNF845
4773,NFATC2
6651,SON
5594,MAPK1
25814,ATXN10
23229,ARHGEF9
54521,WDR44
10840,ALDH1L1
84314,TMEM107
9563,H6PD
254268,AKNAD1
54842,MFSD6
51540,SCLY
389208,TMPRSS11F
84135,UTP15
55014,STX17
375775,PNPLA7
9184,BUB3
23390,ZDHHC17
22862,FNDC3A
9056,SLC7A7
3895,KTN1
122876,GPHB5
79767,ELMO3
6103,RPGR
139189,DGKK
1650,DDOST
9132,KCNQ4
64175,LEPRE1
114883,OSBPL9
10560,SLC19A2
51626,DYNC2LI1
22848,AAK1
343990,KIAA1211L
23550,PSD4
151112,ZSWIM2
7855,FZD5
116987,AGAP1
